,Unnamed: 0,generated_caption,verbs_small_model,verbs_medium_model,verbs_large_model,is_same
1457,1457,a diver in the great barrier reef,[],[],[],True
1458,1458,a girl jumping on a tram tram tram tram tram tram tram tram tram tram tram,['jump'],['jump'],['jump'],True
1459,1459,a small house in the suburbs of vancouver,[],[],[],True
1460,1460,a man in a shopping mall,[],[],[],True
1461,1461,a couple smoking on the steps of a house,[],['smoke'],['smoke'],False
1462,1462,a man working on a sewing machine,['work'],['work'],['work'],True
1463,1463,a stack of books on a red background,[],[],[],True
1464,1464,two men sitting at a table in a restaurant,['sit'],['sit'],['sit'],True
1465,1465,a man drawing on a whiteboard,['draw'],['draw'],['draw'],True
1466,1466,a woman standing on a beach surrounded by seaguls,"['stand', 'surround']","['stand', 'surround']","['stand', 'surround']",True
1467,1467,a white wardrobe with drawers and a white wardrobe door,[],[],[],True
1468,1468,a group of men having a meal together,['have'],['have'],['have'],True
1469,1469,a woman painting a clock,['paint'],['paint'],['paint'],True
1470,1470,a playground in the snow,[],[],[],True
1471,1471,two men holding a trophy,['hold'],['hold'],['hold'],True
1472,1472,a drummer playing drums in front of a crowd,[],[],[],True
1473,1473,a woman smiling while painting,"['smile', 'paint']","['smile', 'paint']","['smile', 'paint']",True
1474,1474,a woman running on a treadmill treadmillin,['run'],['run'],['run'],True
1475,1475,a pair of shoes,[],[],[],True
1476,1476,a couple playing a harp and a harp outside a house,['play'],['play'],['play'],True
1477,1477,a woman hiking on a rocky mountain,['hike'],['hike'],['hike'],True
1478,1478,a man wearing a red shirt,['wear'],['wear'],['wear'],True
1479,1479,a man preparing a smooth smoothie in a kitchen,['prepare'],['prepare'],['prepare'],True
1480,1480,people playing in a pool,['play'],['play'],['play'],True
1481,1481,a little girl riding a bike in the rain,['ride'],['ride'],['ride'],True
1482,1482,a man using a chainsawawawawawawawawawawaw,['use'],['use'],['use'],True
1483,1483,a syometer with a needle and needle needle needle needle needle needle needle needle needle,[],[],[],True
1484,1484,a pretty girls room,[],[],[],True
1485,1485,typewriters at the national museum of the american revolution,[],[],[],True
1486,1486,a piece of cheese being sliced,['slice'],['slice'],['slice'],True
1487,1487,a panda bear in the snow,[],['bear'],[],False
1488,1488,a woman doing a yoga pose,['do'],['do'],['do'],True
1489,1489,a man standing on a road,['stand'],['stand'],['stand'],True
1490,1490,a couple walking in the snow,['walk'],['walk'],['walk'],True
1491,1491,"the fire at the home of the late - owner, michael, in the aftermath",[],[],[],True
1492,1492,a blue cabin in the snow,[],[],[],True
1493,1493,a bride and groom at the grand hotel in glasgow,[],[],[],True
1494,1494,a bee on a flower,[],[],[],True
1495,1495,a man playing a saxophone in a crowd,['play'],['play'],['play'],True
1496,1496,a couple doing yoga on the beach,['do'],['do'],['do'],True
1497,1497,a group of young people playing music,['play'],['play'],['play'],True
1498,1498,four women sitting on a couch in a living room,['sit'],['sit'],['sit'],True
1499,1499,a blender on a kitchen counter,[],[],[],True
1500,1500,different donuts,[],[],[],True
1501,1501,a plate of spaghetti with tomato sauce,[],[],[],True
1502,1502,a man playing a trumpet,['play'],['play'],['play'],True
1503,1503,a police officer holding a camera,['hold'],['hold'],['hold'],True
1504,1504,a street market in india,[],[],[],True
1505,1505,people on a mountain,[],[],[],True
1506,1506,a gothic interior,[],[],[],True
1507,1507,a woman sewing,['sew'],['sew'],['sew'],True
1508,1508,a man on a skateboard,[],[],[],True
1509,1509,a beautiful girl in a circle with a sword,[],[],[],True
1510,1510,a woman playing chess in a living room,['play'],['play'],['play'],True
1511,1511,a cat sitting in a trash bin,['sit'],['sit'],['sit'],True
1512,1512,a woodworking workshop,['woodworke'],['woodworke'],[],False
1513,1513,a woman wearing glasses,['wear'],['wear'],['wear'],True
1514,1514,a young girl doing a trick on a skateboard,['do'],['do'],['do'],True
1515,1515,a bull in a rodeo,[],[],[],True
1516,1516,toasters and toasters,[],[],[],True
1517,1517,a statue in a building,[],[],[],True
1518,1518,a woman running on a treadmill treadmillin,['run'],['run'],['run'],True
1519,1519,a woman drinking coffee and reading a magazine,"['drink', 'read']","['drink', 'read']","['drink', 'read']",True
1520,1520,a variety of colorful beads,[],[],[],True
1521,1521,a living room with a pink wall and a black and white rug,[],[],[],True
1522,1522,a workshop,[],[],[],True
1523,1523,a long hallway with a sign,[],[],[],True
1524,1524,the ceiling of the new york theater,[],[],[],True
1525,1525,a person painting,['paint'],['paint'],['paint'],True
1526,1526,a man wearing a yellow raincoat,['wear'],['wear'],['wear'],True
1527,1527,a plane with a map in the background,[],[],[],True
1528,1528,a vintage radio,[],[],[],True
1529,1529,the city of chicago,[],[],[],True
1530,1530,a little boy dressed as a knight,['dress'],['dress'],['dress'],True
1531,1531,a bird,[],[],[],True
1532,1532,a light bulb,[],[],[],True
1533,1533,a santa claus carrying a bag of presents,['carry'],['carry'],['carry'],True
1534,1534,a person picking a snack out of a box,['pick'],['pick'],['pick'],True
1535,1535,a fighter jet taking off from the flight deck of the aircraft carrier carrier carrier carrier,['take'],['take'],['take'],True
1536,1536,colorful hearts,[],[],[],True
1537,1537,a man grilling meat on a barbecue,['grill'],['grill'],['grill'],True
1538,1538,a male athlete jumping over a hurdle hurdle,['jump'],['jump'],['jump'],True
1539,1539,a rose watch surrounded by roses,['surround'],"['rise', 'surround']",['surround'],False
1540,1540,"a sign for the lion inn in the town of kes, scotland",[],[],[],True
1541,1541,two kittens playing with a ball of yarn,['play'],['play'],['play'],True
1542,1542,a restaurant,[],[],[],True
1543,1543,a violinist,[],[],[],True
1544,1544,a plane flying in the sky,['fly'],['fly'],['fly'],True
1545,1545,a house with a flag on the front,[],[],[],True
1546,1546,a man in a canoe on a lake at sunset,[],[],[],True
1547,1547,a woman wearing a watch,['wear'],['wear'],['wear'],True
1548,1548,a small house in the woods,[],[],[],True
1549,1549,a pilot and a woman,[],[],[],True
1550,1550,a light bulb,[],[],[],True
1551,1551,a dog on a leash,[],[],[],True
1552,1552,a silver airplane on a runway,[],[],[],True
1553,1553,a snow globe with a snowman inside,[],[],[],True
1554,1554,a mother and daughter in front of a pink flower garden,[],[],[],True
1555,1555,a group of goats in a field,[],[],[],True
1556,1556,a man wearing a white suit and red bow tie,"['wear', 'bow']",['wear'],['wear'],False
1557,1557,a man standing next to a fire hydrant,['stand'],['stand'],['stand'],True
1558,1558,the sign for the new harry's tavern in the city of york,[],[],[],True
1559,1559,a colorful puzzle background,[],[],[],True
1560,1560,coloring pages with colored pencils,['color'],['color'],['color'],True
1561,1561,a woman in a muddy field,[],[],[],True
1562,1562,a bird and a nest,[],[],[],True
1563,1563,red pencils,[],[],[],True
1564,1564,two swans in a lake,[],[],[],True
1565,1565,a helicopter flying over a large airport,['fly'],['fly'],['fly'],True
1566,1566,a wedding party,[],[],[],True
1567,1567,a man holding a gun and a bag of gold,['hold'],['hold'],['hold'],True
1568,1568,a basket of folded towels,['fold'],['fold'],['fold'],True
1569,1569,a woman taking a bath,['take'],['take'],['take'],True
1570,1570,two pigs,[],[],[],True
1571,1571,a woman getting her hair done by a professional hair st,"['get', 'do']","['get', 'do']","['get', 'do']",True
1572,1572,a little girl wearing a cowboy hat,['wear'],['wear'],['wear'],True
1573,1573,a woman walking through a rubble - covered street in the city of aleppo,"['walk', 'cover']","['walk', 'cover']","['walk', 'cover']",True
1574,1574,a vintage tractor in front of a barn,[],[],[],True
1575,1575,a cowboy riding a horse,['ride'],['ride'],['ride'],True
1576,1576,a film camera,[],[],[],True
1577,1577,a landscape of a rural scene,[],[],[],True
1578,1578,colored pencils in a yellow box,['color'],['color'],[],False
1579,1579,a bride in a bubble bath,[],[],[],True
1580,1580,a woman's eye with pearls and gold,[],[],[],True
1581,1581,a lot of cars,[],[],[],True
1582,1582,a woman eating a salad,['eat'],['eat'],['eat'],True
1583,1583,a person cutting a piece of meat,['cut'],['cut'],['cut'],True
1584,1584,a man selling oranges in a market,['sell'],['sell'],['sell'],True
1585,1585,the destruction of the baghdad baghdadi district in iraq,[],[],[],True
1586,1586,dice on a green background,[],[],['dice'],False
1587,1587,kids building a snowman,['build'],['build'],['build'],True
1588,1588,a young boy dressed as a knight and a dragon,['dress'],['dress'],['dress'],True
1589,1589,a person paddling a canoe on a lake,['paddle'],['paddle'],['paddle'],True
1590,1590,a bird perched on a lamp,['perch'],['perch'],['perch'],True
1591,1591,a classic car,[],[],[],True
1592,1592,a man holding a sign in front of a house,['hold'],['hold'],['hold'],True
1593,1593,a bison in the snow,[],[],[],True
1594,1594,a red tractor pling a field,['ple'],['ple'],['ple'],True
1595,1595,a woman riding a horse in front of a house,['ride'],['ride'],['ride'],True
1596,1596,a woman riding a horse,['ride'],['ride'],['ride'],True
1597,1597,a sailboat,[],[],[],True
1598,1598,a mechanic working on a car,['work'],['work'],['work'],True
1599,1599,a man shooting a bull,['shoot'],['shoot'],['shoot'],True
1600,1600,a woman in a bath,[],[],[],True
1601,1601,a man leading a white cow,['lead'],['lead'],['lead'],True
1602,1602,a farm in the midwest,[],[],[],True
1603,1603,a man standing on top of a red convertible car,['stand'],['stand'],['stand'],True
1604,1604,a person cutting a piece of meat,['cut'],['cut'],['cut'],True
1605,1605,a knight and a little boy,[],[],[],True
1606,1606,a woman sitting on a deck holding a glass of wine,"['sit', 'hold']","['sit', 'hold']","['sit', 'hold']",True
1607,1607,a group of people eating in a cafeteria,['eat'],['eat'],['eat'],True
1608,1608,a red fire hydrant on a city street,[],[],[],True
1609,1609,ice creams in a bowl,[],[],[],True
1610,1610,a little girl in a neighborhood,[],[],[],True
1611,1611,a man in a suit and tie putting a puzzle piece,"['tie', 'put']","['tie', 'put']","['tie', 'put']",True
1612,1612,a car lot at a strad dealers,[],[],[],True
1613,1613,a red tractor with an american flag,[],[],[],True
1614,1614,a woman cooking in a kitchen,['cook'],['cook'],['cook'],True
1615,1615,two people in a canoe,[],[],[],True
1616,1616,a woman preparing a salad,['prepare'],['prepare'],['prepare'],True
1617,1617,a puzzle made by a student at the university of chicago,['make'],['make'],['make'],True
1618,1618,a red camera,[],[],[],True
1619,1619,the outdoor dining area at the new person restaurant in the university of houston,[],[],[],True
1620,1620,a young man holding a box of cereal,['hold'],['hold'],['hold'],True
1621,1621,a bison at the zoo,[],[],[],True
1622,1622,a group of friends around a campfire,[],[],[],True
1623,1623,a cupcake with a cherry on top,[],[],[],True
1624,1624,a woman getting her hair done,"['get', 'do']","['get', 'do']","['get', 'do']",True
1625,1625,a restaurant,[],[],[],True
1626,1626,a pile of firewood in front of a house,[],[],[],True
1627,1627,a man working in an office,['work'],['work'],['work'],True
1628,1628,the original poster for the film'the ten commandments ',[],[],[],True
1629,1629,a cherry ice cream,[],[],[],True
1630,1630,"a gondover in venice, italy",[],[],[],True
1631,1631,a camera and some old photos,[],[],[],True
1632,1632,a woman in a kimono - kimonoi kimonoi,[],[],[],True
1633,1633,a beautiful woman holding a bouquet of white lilies,['hold'],['hold'],['hold'],True
1634,1634,"person, a character in the avengers universe marvel marvel marvel, marvel dc, marvel",['universe'],[],"['marvel', 'marvel']",False
1635,1635,a cute pink marsh,[],[],[],True
1636,1636,a couple posing next to a vintage car,['pose'],['pose'],['pose'],True
1637,1637,a family in autumn,[],[],[],True
1638,1638,a stage with spotlights and a stage curtain,[],[],[],True
1639,1639,a woman wearing a black and white dress with a large statement earrings,['wear'],['wear'],['wear'],True
1640,1640,a female athlete on a track,[],[],[],True
1641,1641,two women standing in front of a pile of logs,['stand'],['stand'],['stand'],True
1642,1642,a woman cutting meat,['cut'],['cut'],['cut'],True
1643,1643,a woman with a grey scarf covering her face,['cover'],['cover'],['cover'],True
1644,1644,a pink hibis flower,[],[],[],True
1645,1645,a cowboy with a lasser,[],[],[],True
1646,1646,a farmer in a field,[],[],[],True
1647,1647,a girl sitting on a couch with a dinosaur,['sit'],['sit'],['sit'],True
1648,1648,a man working on a laptop,['work'],['work'],['work'],True
1649,1649,a bird in a nest,[],[],[],True
1650,1650,a female pilot in a plane,[],[],[],True
1651,1651,a red house and a tree,[],[],[],True
1652,1652,a pile of firewood,[],[],[],True
1653,1653,a watch,[],[],[],True
1654,1654,a pair of scissors and a ball of yarn,[],[],[],True
1655,1655,a tall ship,[],[],[],True
1656,1656,a gi,[],[],[],True
1657,1657,colored pencils,['color'],['color'],[],False
1658,1658,a woman in a bathtub,[],[],[],True
1659,1659,a todd playing with a toy,['play'],['play'],['play'],True
1660,1660,a rainbow colored pencil,[],['color'],[],False
1661,1661,colorful puzzle pieces,[],[],[],True
1662,1662,a woman's mouth with a tongue,[],[],[],True
1663,1663,a grandmother and her grandchildren reading a book,['read'],['read'],['read'],True
1664,1664,a dog eating a hamburger,['eat'],['eat'],['eat'],True
1665,1665,a frog on a lily pond,[],[],[],True
1666,1666,a dinosaur with a shovel,[],[],[],True
1667,1667,a girl eating a hamburger,['eat'],['eat'],['eat'],True
1668,1668,a man working on a puzzle,['work'],['work'],['work'],True
1669,1669,a red fire hydrant in a residential area,[],[],[],True
1670,1670,a cabin in the woods,[],[],[],True
1671,1671,a woman paddling a red canoe,['paddle'],['paddle'],['paddle'],True
1672,1672,two bisons in a field,[],[],[],True
1673,1673,a man holding a baby goat,['hold'],['hold'],['hold'],True
1674,1674,kids around a campfire,[],[],[],True
1675,1675,a car being lifted by a crane,['lift'],['lift'],['lift'],True
1676,1676,a sailing ship,[],[],[],True
1677,1677,a pile of logs,[],[],[],True
1678,1678,a man and a cat,[],[],[],True
1679,1679,two knights fighting,['fight'],['fight'],['fight'],True
1680,1680,a man in a bathrobe in a living room,[],[],[],True
1681,1681,a redhead woman wearing a gold necklace and earrings,['wear'],['wear'],['wear'],True
1682,1682,a knight and his cat,[],[],[],True
1683,1683,a man with a red hat and a mustache,[],[],[],True
1684,1684,a tennis player,[],[],[],True
1685,1685,three girls having a meal together,['have'],['have'],['have'],True
1686,1686,a bee on a lily,[],[],[],True
1687,1687,a tall ship in the ocean,[],[],[],True
1688,1688,the atari arcade arcade arcade arcade arcade arcade arcade arcade arcade arcade arcade arcade arcade arcade,[],[],[],True
1689,1689,a fighter jet flying in the sky,['fly'],['fly'],['fly'],True
1690,1690,a young boy holding a toy dinosaur,['hold'],['hold'],['hold'],True
1691,1691,a tiger,[],[],[],True
1692,1692,a lizard,[],[],[],True
1693,1693,a man wearing a watch,['wear'],['wear'],['wear'],True
1694,1694,a man in a white robe sitting on a stool in a bathroom,['sit'],['sit'],['sit'],True
1695,1695,bald eagles eating a fish,['eat'],['eat'],['eat'],True
1696,1696,a woman in a white dress standing in a pond,['stand'],['stand'],['stand'],True
1697,1697,two people watching a tv show in a living room,['watch'],['watch'],['watch'],True
1698,1698,a violinist,[],[],[],True
1699,1699,a girl eating a hamburger,['eat'],['eat'],['eat'],True
1700,1700,a boy with glasses,[],[],[],True
1701,1701,"a salad with a pome, avoca, and a hard boiled egg",['boil'],['boil'],['boil'],True
1702,1702,a variety of game controllers,[],[],[],True
1703,1703,a red fire hydrant on a city street,[],[],[],True
1704,1704,a basketball player,[],[],[],True
1705,1705,an older woman and a young child playing in the sandbox,['play'],['play'],['play'],True
1706,1706,a woman eating a hamburger,['eat'],['eat'],['eat'],True
1707,1707,a golden retrieve dog,[],[],[],True
1708,1708,a large animal in a snowy field,[],[],[],True
1709,1709,a little girl in a white dress in front of a wooden cabin in the woods,[],[],[],True
1710,1710,a bird cage,[],[],[],True
1711,1711,water ripple patterns,[],[],[],True
1712,1712,a woman in a white top and black leather pants,[],[],[],True
1713,1713,a wedding cake with fresh berries and fresh cher,[],[],[],True
1714,1714,a person holding a handful of bees,['hold'],['hold'],['hold'],True
1715,1715,a banner hanging on a street light in front of a building,['hang'],['hang'],['hang'],True
1716,1716,a witch on the beach,[],[],[],True
1717,1717,a crab,[],[],[],True
1718,1718,three women sitting around a fire,['sit'],['sit'],['sit'],True
1719,1719,a young female athlete jumping high in a high jump,['jump'],['jump'],['jump'],True
1720,1720,"a cute puppy puppy pictures, cute pup, cute pup, cute animals, cute",[],[],[],True
1721,1721,a red dragon,[],[],[],True
1722,1722,a house in the woods,[],[],[],True
1723,1723,the watch,[],[],[],True
1724,1724,a man riding a bike in front of a house,['ride'],['ride'],['ride'],True
1725,1725,a woman working in a field,['work'],['work'],['work'],True
1726,1726,a woman eating a hamburger,['eat'],['eat'],['eat'],True
1727,1727,a construction site,[],[],[],True
1728,1728,pearl and diamond rings,[],[],[],True
1729,1729,many different types of watches,[],[],[],True
1730,1730,a bison in a field,[],[],[],True
1731,1731,a house,[],[],[],True
1732,1732,a mother and daughter,[],[],[],True
1733,1733,a person's hand on a phone,[],[],[],True
1734,1734,a glass swan,[],[],[],True
1735,1735,a cottage in the isle of skye,[],[],[],True
1736,1736,a factory,[],[],[],True
1737,1737,a person cutting a piece of fabric,['cut'],['cut'],['cut'],True
1738,1738,a swan swimming in a pond,[],[],['swim'],False
1739,1739,a crab,[],[],[],True
1740,1740,a group of cowboys in a field,[],[],[],True
1741,1741,a penguin in a winter scene,[],[],[],True
1742,1742,a poster for the mata mari,[],[],[],True
1743,1743,a green igual in a circle surrounded by leaves,['surround'],['surround'],['surround'],True
1744,1744,a thatched cottage in the lake district of cumbria,[],['thatch'],['thatch'],False
1745,1745,a group of women in a pink salon,[],[],[],True
1746,1746,a goat with a flower in its mouth,[],[],[],True
1747,1747,a woman preparing a salad,['prepare'],['prepare'],['prepare'],True
1748,1748,the new facility at the national space center in arizona,[],[],[],True
1749,1749,a woman in a bath,[],[],[],True
1750,1750,a young girl eating cereal,['eat'],['eat'],['eat'],True
1751,1751,a frog on a lily,[],[],[],True
1752,1752,a pile of rubble,[],[],[],True
1753,1753,a woman taking a bath,['take'],['take'],['take'],True
1754,1754,a dinosaur,[],[],[],True
1755,1755,children building a snowman,['build'],['build'],['build'],True
1756,1756,a person wearing boots in a puddle,['wear'],['wear'],['wear'],True
1757,1757,a cute cat with a ball of yarn,[],[],[],True
1758,1758,a cowboy holding a gun,['hold'],['hold'],['hold'],True
1759,1759,a person carrying a bag of gifts,['carry'],['carry'],['carry'],True
1760,1760,a young boy playing with a toy helicopter,['play'],['play'],['play'],True
1761,1761,two people in a canoe on a river,[],[],[],True
1762,1762,a witch riding a broom on a broom,['ride'],['ride'],['ride'],True
1763,1763,a man climbing a tree,['climb'],['climb'],['climb'],True
1764,1764,a female gymnast,[],[],[],True
1765,1765,a young girl and an older woman,[],[],[],True
1766,1766,a woman wearing a mask and holding a broom,"['wear', 'hold']","['wear', 'hold']","['wear', 'hold']",True
1767,1767,a boy eating cereal,['eat'],['eat'],['eat'],True
1768,1768,a woman getting her hair done,"['get', 'do']","['get', 'do']","['get', 'do']",True
1769,1769,marshbuds in a jar,[],[],[],True
1770,1770,a woman in a bathtub,[],[],[],True
1771,1771,a woman brushing her teeth,['brush'],['brush'],['brush'],True
1772,1772,a little boy playing with a puzzle,['play'],['play'],['play'],True
1773,1773,elephants in a village,[],[],[],True
1774,1774,a black swan in a lake at sunset,[],[],[],True
1775,1775,a dinosaur statue,[],[],[],True
1776,1776,a young boy playing with a rope,['play'],['play'],['play'],True
1777,1777,a woman feeding a goat in a village in nepal,['feed'],['feed'],['feed'],True
1778,1778,a bison in the desert,[],[],[],True
1779,1779,two people in a canoe,[],[],[],True
1780,1780,a bride and groom at their wedding,[],[],[],True
1781,1781,an elderly woman and her granddaughter sitting on the front porch of their home,['sit'],['sit'],['sit'],True
1782,1782,a cupcake with pink frosting and a candle,[],[],[],True
1783,1783,a model wearing a blue top and gold earrings,['wear'],['wear'],['wear'],True
1784,1784,a red flag hanging on a building,['hang'],['hang'],['hang'],True
1785,1785,a red bird in a nest,[],[],[],True
1786,1786,a young boy building a snowman,['build'],['build'],['build'],True
1787,1787,a tree with colorful balloons,[],[],[],True
1788,1788,a rabbit wearing a suit and bow tie,"['wear', 'bow']",['wear'],['wear'],False
1789,1789,a couple eating popcorn,['eat'],['eat'],['eat'],True
1790,1790,light bulbs,[],[],[],True
1791,1791,a house,[],[],[],True
1792,1792,a bowl of cherry ice cream with cherries,[],[],[],True
1793,1793,the cafeteria at the university of texas at austin,[],[],[],True
1794,1794,two swans in a lake,[],[],[],True
1795,1795,wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder,[],[],[],True
1796,1796,bowie's hair salon in downtown,[],[],[],True
1797,1797,a pizza and salad at a restaurant,['salad'],[],[],False
1798,1798,a couple standing in front of a pile of logs,['stand'],['stand'],['stand'],True
1799,1799,beyonce performing at the grammy awards,['perform'],['perform'],['perform'],True
1800,1800,two elephants in a water hole,[],[],[],True
1801,1801,shoes in a puddle,[],[],[],True
1802,1802,white lilies,[],[],[],True
1803,1803,a swan swimming in a lake,[],[],['swim'],False
1804,1804,the brisbane river and the city of brisbane,[],[],[],True
1805,1805,a group of people serving food,['serve'],['serve'],['serve'],True
1806,1806,a light bulb,[],[],[],True
1807,1807,a family around a fire pit,[],[],[],True
1808,1808,a castle,[],[],[],True
1809,1809,two boys playing on a swing,['play'],['play'],['play'],True
1810,1810,a woman in a garden with a bucket and a rake,[],[],[],True
1811,1811,a woman holding a light bulb,['hold'],['hold'],['hold'],True
1812,1812,ginger cookies with christmas decorations,[],[],[],True
1813,1813,two che che che che che che che che che che che che che che che,[],[],[],True
1814,1814,a crab wearing a crown,['wear'],['wear'],['wear'],True
1815,1815,a man feeding pigs in a barn,['feed'],['feed'],['feed'],True
1816,1816,a boy with a bow and arrow,[],[],[],True
1817,1817,a man on a sail,[],[],[],True
1818,1818,a herd of zebras running in the wild,['run'],['run'],['run'],True
1819,1819,a pug dog with a red banda,[],[],[],True
1820,1820,a tree house in the woods,[],[],[],True
1821,1821,zebras,[],[],[],True
1822,1822,a father and his son riding a bike in front of their home,['ride'],['ride'],['ride'],True
1823,1823,coins,[],[],[],True
1824,1824,a woman sitting on a window sing a bouquet,"['sit', 'sing']","['sit', 'sing']","['sit', 'sing']",True
1825,1825,a monster in a village,[],[],[],True
1826,1826,a man riding a motorcycle,['ride'],['ride'],['ride'],True
1827,1827,freshly baked breads,['bake'],['bake'],['bake'],True
1828,1828,a wooden box on a marble table,[],[],[],True
1829,1829,a key to a key,[],[],[],True
1830,1830,a purse and money,[],[],[],True
1831,1831,"a purse, wallet, and other items",[],[],[],True
1832,1832,a boy riding a bike with animals around him,['ride'],['ride'],['ride'],True
1833,1833,a laboratory,[],[],[],True
1834,1834,a woman in a bikini with a parrot on her head,[],[],[],True
1835,1835,a pug dog,[],[],[],True
1836,1836,a person riding a motorcycle on a mountain road,['ride'],['ride'],['ride'],True
1837,1837,a young boy looking at a sculpture,['look'],['look'],['look'],True
1838,1838,a beautiful bride wearing a tia,['wear'],['wear'],['wear'],True
1839,1839,two cats wearing crowns,['wear'],['wear'],['wear'],True
1840,1840,a woman standing on a floating pool,"['stand', 'float']","['stand', 'float']","['stand', 'float']",True
1841,1841,a family playing the piano,['play'],['play'],['play'],True
1842,1842,a marble console table in a living room,[],[],[],True
1843,1843,a bull head on a chocolate background,[],[],[],True
1844,1844,a fireball in the sky,[],[],[],True
1845,1845,lemons and ices,[],[],[],True
1846,1846,a woman riding a horse in a field of wildflowers,['ride'],['ride'],['ride'],True
1847,1847,a man riding a motorcycle,['ride'],['ride'],['ride'],True
1848,1848,a village,[],[],[],True
1849,1849,"the crowd at the annual parade in the town of pomport, ontario",[],[],[],True
1850,1850,a space shuttle in space,[],[],[],True
1851,1851,a woman playing a guitar in a field of flowers,['play'],['play'],['play'],True
1852,1852,a woman feeding a parrot,['feed'],['feed'],['feed'],True
1853,1853,a girl riding a zebra,['ride'],['ride'],['ride'],True
1854,1854,pink marbles,[],[],[],True
1855,1855,a group of people working in a conference room,['work'],['work'],['work'],True
1856,1856,a pug in a car,[],[],[],True
1857,1857,the crowd at the annual event,[],[],[],True
1858,1858,a construction site,[],[],[],True
1859,1859,the parade at the annual celebration,[],[],[],True
1860,1860,a family in their home,[],[],[],True
1861,1861,a boxer in a boxing ring,[],[],[],True
1862,1862,a girl in a field of flowers,[],[],[],True
1863,1863,people taking pictures of the sunset,['take'],['take'],['take'],True
1864,1864,a man in a blue suit holding a glass of whisky,['hold'],['hold'],['hold'],True
1865,1865,a man looking into the fridge door of a refrigerator,['look'],['look'],['look'],True
1866,1866,a man riding a motorcycle,['ride'],['ride'],['ride'],True
1867,1867,a little girl drinking a glass of lemon juice,['drink'],['drink'],['drink'],True
1868,1868,a woman riding a horse in a field of flowers,['ride'],['ride'],['ride'],True
1869,1869,a cruise ship in the caribbean islands,[],[],[],True
1870,1870,a dog in a field,[],[],[],True
1871,1871,the fireworks at the new year's eve in the grounds of the royal park,[],[],[],True
1872,1872,a cartoon character riding a tricycle bike in a neighborhood,['ride'],['ride'],['ride'],True
1873,1873,a woman sitting in a chair with a pug,['sit'],['sit'],['sit'],True
1874,1874,a man holding a bottle of whiskey,['hold'],['hold'],['hold'],True
1875,1875,a lighthouse at night,[],[],[],True
1876,1876,a man drinking a drink at a bar,['drink'],['drink'],['drink'],True
1877,1877,a little boy riding a tricycle,['ride'],['ride'],['ride'],True
1878,1878,an astronaut and a space shuttle,[],[],[],True
1879,1879,people watching fireworks,['watch'],['watch'],['watch'],True
1880,1880,a beautiful woman wearing a tia,['wear'],['wear'],['wear'],True
1881,1881,a green gemstone ring,[],[],[],True
1882,1882,a dog on a leash outside a house,[],[],[],True
1883,1883,a house in the spring,[],[],[],True
1884,1884,escala escaladoro escaladoro escaladoro escala,[],"['escala', 'escala']",['escala'],False
1885,1885,a young man using a laptop computer,['use'],['use'],['use'],True
1886,1886,a bride wearing a bridal tia,['wear'],['wear'],['wear'],True
1887,1887,a woman sitting on the beach with green smoke,['sit'],['sit'],['sit'],True
1888,1888,fireworks in the sky over a city,[],[],[],True
1889,1889,fireworks over a crowd of people,[],[],[],True
1890,1890,astronaut person in the international space station,[],[],[],True
1891,1891,a woman holding a tomato in a garden,['hold'],['hold'],['hold'],True
1892,1892,a pug among flowers,[],[],[],True
1893,1893,a seminar,[],[],[],True
1894,1894,a man holding a glass of whiskey,['hold'],['hold'],['hold'],True
1895,1895,a man in the kitchen with tomatoes,[],[],[],True
1896,1896,women in front of a shack,[],[],[],True
1897,1897,a fishing boat,[],[],[],True
1898,1898,an escalation in a building,[],[],[],True
1899,1899,a family dressed as superheros,['dress'],['dress'],['dress'],True
1900,1900,a man in a wheelchair in a parade,[],[],[],True
1901,1901,escala escaladoro escaladoro escaladoro escala,[],"['escala', 'escala']",['escala'],False
1902,1902,a man holding a fish,['hold'],['hold'],['hold'],True
1903,1903,a cactus and a jar of sus,[],[],[],True
1904,1904,a space travel poster for the space race,[],[],[],True
1905,1905,a group of zebras running in the wild,['run'],['run'],['run'],True
1906,1906,a woman on a skateboard,[],[],[],True
1907,1907,a bouquet of flowers in a blue pitcher on a window sie,[],[],[],True
1908,1908,a green parrot perched on a branch,['perch'],['perch'],['perch'],True
1909,1909,a little girl looking at a sculpture,['look'],['look'],['look'],True
1910,1910,a christmas wreath on a barn door,[],[],[],True
1911,1911,a rope hanging on a wooden wall,['hang'],['hang'],['hang'],True
1912,1912,the veterans parade in new york,['parade'],['parade'],['parade'],True
1913,1913,a cactus sticker,[],[],[],True
1914,1914,a gargor on the side of a building,[],[],[],True
1915,1915,a pair of pliers,[],[],[],True
1916,1916,a christmas wreath,[],[],[],True
1917,1917,a pizza being cooked in a pizza oven,['cook'],['cook'],['cook'],True
1918,1918,"a watercolor painting of a shack in the town of bola, texas",[],[],[],True
1919,1919,a group of people enjoying on a yacht,['enjoy'],['enjoy'],['enjoy'],True
1920,1920,a man surrounded by money,['surround'],['surround'],['surround'],True
1921,1921,tomatoes growing in a greenhouse,['grow'],['grow'],['grow'],True
1922,1922,"the interior of a space shuttle shuttle, designed by person, person, person,",['design'],['design'],['design'],True
