,generated_caption,cap,verbs,objs,n_objs
1323,The pilot inspects the wings before the flight.,The pilot inspects the wings before the flight.,{'inspect'},{'inspect'},1
1324,The chef dices fresh vegetables on the chopping board.,The chef dices fresh vegetables on the chopping board.,{'dice'},{'dice'},1
1325,The librarian organizes reference books on the shelf.,The librarian organizes reference books on the shelf.,{'organize'},{'organize'},1
1326,The fisherman rows his boat through the foggy harbor.,The fisherman rows his boat through the foggy harbor.,{'row'},{'row'},1
1327,The potter glazes a finished bowl for a glossy finish.,The potter glazes a finished bowl for a glossy finish.,{'glaze'},{'glaze'},1
1328,The nurse changes the sheets in a hospital room.,The nurse changes the sheets in a hospital room.,{'change'},{'change'},1
1329,The bus driver collects tickets from new passengers.,The bus driver collects tickets from new passengers.,{'collect'},{'collect'},1
1330,The mechanic tightens a bolt on the engine mount.,The mechanic tightens a bolt on the engine mount.,{'tighten'},{'tighten'},1
1331,The musician practices scales on the piano.,The musician practices scales on the piano.,{'practice'},{'practice'},1
1332,The gardener fertilizes the plants in the greenhouse.,The gardener fertilizes the plants in the greenhouse.,{'fertilize'},{'fertilize'},1
1333,The engineer solves equations on the whiteboard.,The engineer solves equations on the whiteboard.,{'solve'},{'solve'},1
1334,The chef sprinkles herbs over a sizzling steak.,The chef sprinkles herbs over a sizzling steak.,"{'sprinkle', 'sizzle'}","{'sprinkle', 'sizzle'}",2
1335,The carpenter joins wooden planks with glue and nails.,The carpenter joins wooden planks with glue and nails.,{'join'},{'join'},1
1336,The traveler consults a guidebook while exploring the city.,The traveler consults a guidebook while exploring the city.,"{'explore', 'consult'}","{'explore', 'consult'}",2
1337,The actor rehearses dramatic lines in front of a mirror.,The actor rehearses dramatic lines in front of a mirror.,{'rehearse'},{'rehearse'},1
1338,The lifeguard patrols the sandy beach with a watchful eye.,The lifeguard patrols the sandy beach with a watchful eye.,{'patrol'},{'patrol'},1
1339,The geologist maps underground formations with GPS equipment.,The geologist maps underground formations with GPS equipment.,{'map'},{'map'},1
1340,The conductor signals the train to depart from the platform.,The conductor signals the train to depart from the platform.,"{'signal', 'depart'}","{'signal', 'depart'}",2
1341,The curator arranges artifacts in the glass display case.,The curator arranges artifacts in the glass display case.,{'arrange'},{'arrange'},1
1342,The florist trims long stems with pruning shears.,The florist trims long stems with pruning shears.,"{'trim', 'prune'}","{'trim', 'prune'}",2
1343,The cyclist adjusts his helmet before the long ride.,The cyclist adjusts his helmet before the long ride.,{'adjust'},{'adjust'},1
1344,The artist layers oil paints to add depth to the portrait.,The artist layers oil paints to add depth to the portrait.,"{'layer', 'add'}","{'layer', 'add'}",2
1345,The birdwatcher identifies rare species through binoculars.,The birdwatcher identifies rare species through binoculars.,{'identify'},{'identify'},1
1346,The sailor navigates choppy waters using an old compass.,The sailor navigates choppy waters using an old compass.,"{'navigate', 'use'}","{'navigate', 'use'}",2
1347,The florist hand-ties stems into a delicate wreath.,The florist hand-ties stems into a delicate wreath.,set(),set(),0
1348,The logger transports cut logs with a powerful crane.,The logger transports cut logs with a powerful crane.,"{'transport', 'cut'}","{'transport', 'cut'}",2
1349,The scientist adds reagents to test tubes on the lab bench.,The scientist adds reagents to test tubes on the lab bench.,{'add'},{'add'},1
1350,The kayaker explores a hidden cove along the coastline.,The kayaker explores a hidden cove along the coastline.,"{'explore', 'hide'}","{'explore', 'hide'}",2
1351,The singer practices vocal warm-ups before the concert.,The singer practices vocal warm-ups before the concert.,{'practice'},{'practice'},1
1352,The blacksmith heats iron rods in the fiery forge.,The blacksmith heats iron rods in the fiery forge.,{'heat'},{'heat'},1
1353,The jeweler sets a sparkling gem into a gold ring.,The jeweler sets a sparkling gem into a gold ring.,"{'set', 'sparkle'}","{'set', 'sparkle'}",2
1354,The artist illustrates animals with colored pencils.,The artist illustrates animals with colored pencils.,{'illustrate'},{'illustrate'},1
1355,The shepherd tends to his flock on the grassy hillside.,The shepherd tends to his flock on the grassy hillside.,{'tend'},{'tend'},1
1356,The lifeguard rescues a swimmer from rough ocean waves.,The lifeguard rescues a swimmer from rough ocean waves.,{'rescue'},{'rescue'},1
1357,The seamstress sews a zipper onto a new dress.,The seamstress sews a zipper onto a new dress.,{'sew'},{'sew'},1
1358,The taxi driver maneuvers through crowded city streets.,The taxi driver maneuvers through crowded city streets.,"{'crowd', 'maneuver'}","{'crowd', 'maneuver'}",2
1359,The conductor cues the orchestra for the next movement.,The conductor cues the orchestra for the next movement.,{'cue'},{'cue'},1
1360,The jockey brushes down his horse after a long race.,The jockey brushes down his horse after a long race.,{'brush'},{'brush'},1
1361,The surgeon disinfects tools before a delicate operation.,The surgeon disinfects tools before a delicate operation.,{'disinfect'},{'disinfect'},1
1362,The baker decorates cookies with colorful icing.,The baker decorates cookies with colorful icing.,{'decorate'},{'decorate'},1
1363,The nurse administers medication to an elderly patient.,The nurse administers medication to an elderly patient.,{'administer'},{'administer'},1
1364,The photographer edits photos on his laptop.,The photographer edits photos on his laptop.,{'edit'},{'edit'},1
1365,The fisherman guts his catch at the dock.,The fisherman guts his catch at the dock.,{'gut'},{'gut'},1
1366,The florist waters orchids at the outdoor market.,The florist waters orchids at the outdoor market.,set(),set(),0
1367,The sculptor polishes a bronze statue to a high sheen.,The sculptor polishes a bronze statue to a high sheen.,{'polish'},{'polish'},1
1368,The technician repairs a circuit board on the workbench.,The technician repairs a circuit board on the workbench.,{'repair'},{'repair'},1
1369,The artist draws bold graffiti on the city wall.,The artist draws bold graffiti on the city wall.,{'draw'},{'draw'},1
1370,The librarian catalogs newly acquired books in the system.,The librarian catalogs newly acquired books in the system.,"{'acquire', 'catalog'}","{'acquire', 'catalog'}",2
1371,The violinist rosin his bow before the final rehearsal.,The violinist rosin his bow before the final rehearsal.,{'rosin'},{'rosin'},1
1372,The scientist labels glass slides for the microscope study.,The scientist labels glass slides for the microscope study.,{'label'},{'label'},1
1373,A wizard conjures fireflies to illuminate the twilight forest.,A wizard conjures fireflies to illuminate the twilight forest.,"{'illuminate', 'conjure'}","{'illuminate', 'conjure'}",2
1374,A kangaroo chef flips pancakes high into the sky at a desert food festival.,A kangaroo chef flips pancakes high into the sky at a desert food festival.,{'flip'},{'flip'},1
1375,"A painter splashes waves of color onto a city wall, creating a mural of underwater dreams.","A painter splashes waves of color onto a city wall, creating a mural of underwater dreams.","{'create', 'splash'}","{'splash', 'create'}",2
1376,A knight repairs his gleaming armor beside a crystal-clear river.,A knight repairs his gleaming armor beside a crystal-clear river.,"{'repair', 'gleam'}","{'repair', 'gleam'}",2
1377,A circus lion juggles flaming torches to entertain an enchanted audience.,A circus lion juggles flaming torches to entertain an enchanted audience.,"{'juggle', 'entertain', 'flame'}","{'flame', 'juggle', 'entertain'}",3
1378,A clockmaker mends an ancient timepiece with tools forged from shooting stars.,A clockmaker mends an ancient timepiece with tools forged from shooting stars.,"{'forge', 'mend', 'shoot'}","{'mend', 'forge', 'shoot'}",3
1379,A dragon sculptor chisels a statue of molten lava to guard the mountain pass.,A dragon sculptor chisels a statue of molten lava to guard the mountain pass.,"{'guard', 'chisel'}","{'guard', 'chisel'}",2
1380,A bird musician serenades travelers in the marketplace with a symphony of harmonica melodies.,A bird musician serenades travelers in the marketplace with a symphony of harmonica melodies.,{'serenade'},{'serenade'},1
1381,A diver retrieves pearls from the depths of a glowing coral reef.,A diver retrieves pearls from the depths of a glowing coral reef.,"{'retrieve', 'glow'}","{'retrieve', 'glow'}",2
1382,An archer practices her aim by striking apples atop the heads of friendly trolls.,An archer practices her aim by striking apples atop the heads of friendly trolls.,"{'practice', 'strike'}","{'practice', 'strike'}",2
1383,A puppeteer animates wooden marionettes to dance through the mist-covered valley.,A puppeteer animates wooden marionettes to dance through the mist-covered valley.,"{'cover', 'dance', 'animate'}","{'animate', 'dance', 'cover'}",3
1384,A snowman guards a kingdom of ice with snowflake-shaped arrows.,A snowman guards a kingdom of ice with snowflake-shaped arrows.,{'guard'},{'guard'},1
1385,A botanist plants glowing seeds to create a path of luminescent flowers.,A botanist plants glowing seeds to create a path of luminescent flowers.,"{'create', 'plant', 'glow'}","{'plant', 'create', 'glow'}",3
1386,An elf baker sprinkles edible stardust on cupcakes baked in moonlit ovens.,An elf baker sprinkles edible stardust on cupcakes baked in moonlit ovens.,"{'sprinkle', 'bake'}","{'sprinkle', 'bake'}",2
1387,An astronaut collects meteorite fragments to build a rocket-powered telescope.,An astronaut collects meteorite fragments to build a rocket-powered telescope.,"{'power', 'collect', 'build'}","{'power', 'collect', 'build'}",3
1388,A sorcerer casts spells to weave rainbows across a misty waterfall.,A sorcerer casts spells to weave rainbows across a misty waterfall.,"{'cast', 'weave'}","{'cast', 'weave'}",2
1389,"A bear musician strums an old banjo, singing lullabies to a forest audience.","A bear musician strums an old banjo, singing lullabies to a forest audience.","{'singe', 'strum'}","{'singe', 'strum'}",2
1390,A blacksmith hammers gold ingots into a ceremonial crown for the crowning of a phoenix.,A blacksmith hammers gold ingots into a ceremonial crown for the crowning of a phoenix.,"{'hammer', 'crown'}","{'hammer', 'crown'}",2
1391,A raccoon tailor stitches coats from the silk of enchanted spiders.,A raccoon tailor stitches coats from the silk of enchanted spiders.,{'stitch'},{'stitch'},1
1392,A warrior sharpens her sword on the bones of mythical beasts.,A warrior sharpens her sword on the bones of mythical beasts.,{'sharpen'},{'sharpen'},1
1393,"A farmer sows seeds under the glow of a harvest moon, summoning a bumper crop.","A farmer sows seeds under the glow of a harvest moon, summoning a bumper crop.","{'sow', 'summon'}","{'sow', 'summon'}",2
1394,A squirrel librarian stacks ancient tomes in a hidden hollow tree library.,A squirrel librarian stacks ancient tomes in a hidden hollow tree library.,"{'hide', 'stack'}","{'hide', 'stack'}",2
1395,A knight polishes his shield as it reflects the gleaming light of the rising sun.,A knight polishes his shield as it reflects the gleaming light of the rising sun.,"{'rise', 'polish', 'reflect', 'gleam'}","{'rise', 'polish', 'reflect', 'gleam'}",4
1396,A mermaid sings enchanting songs to guide lost sailors safely to shore.,A mermaid sings enchanting songs to guide lost sailors safely to shore.,"{'sing', 'guide'}","{'sing', 'guide'}",2
1397,An inventor assembles clockwork devices to fly across the star-filled sky.,An inventor assembles clockwork devices to fly across the star-filled sky.,"{'assemble', 'fly', 'fill'}","{'assemble', 'fly', 'fill'}",3
1398,A dog barista serves steaming cocoa to weary travelers at a forest cafe.,A dog barista serves steaming cocoa to weary travelers at a forest cafe.,"{'steam', 'serve'}","{'steam', 'serve'}",2
1399,A sculptor molds sand castles that twist and spiral toward the clouds.,A sculptor molds sand castles that twist and spiral toward the clouds.,"{'spiral', 'twist', 'mold'}","{'spiral', 'twist', 'mold'}",3
1400,"A heron fisherman waits patiently on the riverside, spearing fish with precision.","A heron fisherman waits patiently on the riverside, spearing fish with precision.","{'spear', 'wait'}","{'spear', 'wait'}",2
1401,A cat pirate secures treasure chests filled with seashells and ancient maps.,A cat pirate secures treasure chests filled with seashells and ancient maps.,"{'secure', 'fill'}","{'secure', 'fill'}",2
1402,A mime juggles invisible objects while strolling through the cobbled town square.,A mime juggles invisible objects while strolling through the cobbled town square.,"{'stroll', 'juggle'}","{'stroll', 'juggle'}",2
1403,A storyteller recites epic tales from a leather-bound tome to mesmerized children.,A storyteller recites epic tales from a leather-bound tome to mesmerized children.,"{'recite', 'bind'}","{'recite', 'bind'}",2
1404,An explorer charts the constellations while camping beneath the open sky.,An explorer charts the constellations while camping beneath the open sky.,"{'chart', 'camp'}","{'chart', 'camp'}",2
1405,A bumblebee florist arranges bouquets of wildflowers for the woodland ball.,A bumblebee florist arranges bouquets of wildflowers for the woodland ball.,{'arrange'},{'arrange'},1
1406,A seamstress weaves shimmering gowns from moonlit silks for fairies to wear.,A seamstress weaves shimmering gowns from moonlit silks for fairies to wear.,"{'wear', 'weave'}","{'wear', 'weave'}",2
1407,A beaver architect drafts plans for a new dam fortress on parchment.,A beaver architect drafts plans for a new dam fortress on parchment.,{'draft'},{'draft'},1
1408,An artist draws mystical landscapes using starlight ink and enchanted brushes.,An artist draws mystical landscapes using starlight ink and enchanted brushes.,"{'draw', 'use'}","{'draw', 'use'}",2
1409,A puppeteer moves marionettes to perform a play in a moonlit meadow.,A puppeteer moves marionettes to perform a play in a moonlit meadow.,"{'perform', 'move'}","{'move', 'perform'}",2
1410,A falcon messenger delivers scrolls wrapped in crimson ribbon to distant villages.,A falcon messenger delivers scrolls wrapped in crimson ribbon to distant villages.,"{'deliver', 'wrap'}","{'deliver', 'wrap'}",2
1411,"A lighthouse keeper refuels the beacon with fireflies, guiding ships through the storm.","A lighthouse keeper refuels the beacon with fireflies, guiding ships through the storm.","{'refuel', 'guide'}","{'refuel', 'guide'}",2
1412,A butterfly painter decorates canvases with rainbow pigments to sell at the meadow fair.,A butterfly painter decorates canvases with rainbow pigments to sell at the meadow fair.,"{'sell', 'decorate'}","{'sell', 'decorate'}",2
1413,An acrobat balances atop a tower of stacked crates as the crowd cheers.,An acrobat balances atop a tower of stacked crates as the crowd cheers.,"{'cheer', 'balance', 'stack'}","{'cheer', 'balance', 'stack'}",3
1414,An alchemist combines herbs to brew a potion for eternal wisdom.,An alchemist combines herbs to brew a potion for eternal wisdom.,"{'combine', 'brew'}","{'combine', 'brew'}",2
1415,A baker kneads dough infused with honey and spices to make loaves fit for a king.,A baker kneads dough infused with honey and spices to make loaves fit for a king.,"{'make', 'infuse', 'knead'}","{'make', 'infuse', 'knead'}",3
1416,A mermaid seamstress crafts netted gowns adorned with shells for underwater royalty.,A mermaid seamstress crafts netted gowns adorned with shells for underwater royalty.,"{'adorn', 'net'}","{'adorn', 'net'}",2
1417,"A robot gardener waters seedlings with precision, creating patterns in the soil.","A robot gardener waters seedlings with precision, creating patterns in the soil.","{'create', 'water'}","{'create', 'water'}",2
1418,"A musician plays the flute by the waterfall, his melody resonating through the valley.","A musician plays the flute by the waterfall, his melody resonating through the valley.","{'play', 'resonate'}","{'play', 'resonate'}",2
1419,A butterfly lands on a sunhat as a gardener tends to blooming roses.,A butterfly lands on a sunhat as a gardener tends to blooming roses.,"{'tend', 'bloom', 'land'}","{'land', 'bloom', 'tend'}",3
1420,A mountaineer scales a jagged peak to reach the glacier resting above.,A mountaineer scales a jagged peak to reach the glacier resting above.,"{'rest', 'scale', 'reach'}","{'rest', 'scale', 'reach'}",3
1421,A parrot navigator charts a course through a jungle maze to the lost temple.,A parrot navigator charts a course through a jungle maze to the lost temple.,{'chart'},{'chart'},1
1422,A faun forager picks mushrooms and berries to stock up for the winter feast.,A faun forager picks mushrooms and berries to stock up for the winter feast.,"{'stock', 'pick'}","{'stock', 'pick'}",2
1423,A squirrel chef roasts chestnuts over an open fire for the forest market.,A squirrel chef roasts chestnuts over an open fire for the forest market.,{'roast'},{'roast'},1
1424,"A river nymph bathes in the moonlit pool, her laughter echoing through the glade.","A river nymph bathes in the moonlit pool, her laughter echoing through the glade.","{'bathe', 'echo'}","{'bathe', 'echo'}",2
1425,An inventor calibrates a telescope to explore distant galaxies from his workshop.,An inventor calibrates a telescope to explore distant galaxies from his workshop.,"{'explore', 'calibrate'}","{'explore', 'calibrate'}",2
1426,An engineer assembles an airship for the grand voyage over the Silver Sea.,An engineer assembles an airship for the grand voyage over the Silver Sea.,{'assemble'},{'assemble'},1
1427,An astronomer peers through a celestial globe to unravel the mysteries of the stars.,An astronomer peers through a celestial globe to unravel the mysteries of the stars.,"{'peer', 'unravel'}","{'peer', 'unravel'}",2
1428,A weaver spins wool into tapestries depicting legends of ancient realms.,A weaver spins wool into tapestries depicting legends of ancient realms.,"{'spin', 'depict'}","{'spin', 'depict'}",2
1429,"A storyteller paints vivid murals in the city square, inspiring all who pass by.","A storyteller paints vivid murals in the city square, inspiring all who pass by.","{'paint', 'inspire', 'pass'}","{'paint', 'inspire', 'pass'}",3
1430,An owl scholar peruses scrolls in the moonlit library atop a hidden hill.,An owl scholar peruses scrolls in the moonlit library atop a hidden hill.,"{'hide', 'peruse'}","{'hide', 'peruse'}",2
1431,A dog archaeologist excavates forgotten relics from an ancient jungle temple.,A dog archaeologist excavates forgotten relics from an ancient jungle temple.,"{'excavate', 'forget'}","{'excavate', 'forget'}",2
1432,A koala explorer gathers clues to unlock the riddle of the emerald maze.,A koala explorer gathers clues to unlock the riddle of the emerald maze.,"{'unlock', 'gather'}","{'unlock', 'gather'}",2
1433,A shepherd guides a flock of glowing sheep over rolling hills at twilight.,A shepherd guides a flock of glowing sheep over rolling hills at twilight.,"{'roll', 'guide', 'glow'}","{'roll', 'guide', 'glow'}",3
1434,An ant builder constructs a labyrinthine city beneath the forest floor.,An ant builder constructs a labyrinthine city beneath the forest floor.,{'construct'},{'construct'},1
1435,A bird pilot flies a hot air balloon over the savannah in search of hidden treasure.,A bird pilot flies a hot air balloon over the savannah in search of hidden treasure.,"{'fly', 'hide'}","{'fly', 'hide'}",2
1436,An ice sculptor carves mythical creatures from frozen crystals for the winter festival.,An ice sculptor carves mythical creatures from frozen crystals for the winter festival.,{'carve'},{'carve'},1
1437,A snake charmer sways cobras with melodies drifting through the desert wind.,A snake charmer sways cobras with melodies drifting through the desert wind.,"{'drift', 'sway'}","{'drift', 'sway'}",2
1438,A shepherdess sings to her flock as they graze under the afternoon sun.,A shepherdess sings to her flock as they graze under the afternoon sun.,"{'sing', 'graze'}","{'sing', 'graze'}",2
1439,A penguin tailor stitches buttons from pearls onto the emperor's new coat.,A penguin tailor stitches buttons from pearls onto the emperor's new coat.,{'stitch'},{'stitch'},1
1440,A samurai practices sword techniques beneath the cherry blossoms.,A samurai practices sword techniques beneath the cherry blossoms.,{'practice'},{'practice'},1
1441,"A cat burglar scales rooftops at night, searching for the moonlit pearl.","A cat burglar scales rooftops at night, searching for the moonlit pearl.","{'search', 'scale'}","{'search', 'scale'}",2
1442,An angler fishes for glowing jellyfish to light the path home.,An angler fishes for glowing jellyfish to light the path home.,"{'fish', 'light', 'glow'}","{'fish', 'light', 'glow'}",3
1443,An adventurer sketches maps in the desert sands to track his lost caravan.,An adventurer sketches maps in the desert sands to track his lost caravan.,"{'track', 'sketch'}","{'sketch', 'track'}",2
1444,An elf archer strings her bow as she prepares for the twilight hunt.,An elf archer strings her bow as she prepares for the twilight hunt.,"{'prepare', 'string'}","{'prepare', 'string'}",2
1445,A horse trainer tames a unicorn under the light of the setting sun.,A horse trainer tames a unicorn under the light of the setting sun.,"{'set', 'tame'}","{'set', 'tame'}",2
1446,A sea captain inspects his compass before setting sail for the open ocean.,A sea captain inspects his compass before setting sail for the open ocean.,"{'set', 'inspect'}","{'set', 'inspect'}",2
1447,A seal artist sculpts ice statues that glimmer under the polar aurora.,A seal artist sculpts ice statues that glimmer under the polar aurora.,"{'glimmer', 'sculpt'}","{'glimmer', 'sculpt'}",2
1448,An inventor programs a robotic assistant to organize his eclectic workshop.,An inventor programs a robotic assistant to organize his eclectic workshop.,"{'program', 'organize'}","{'program', 'organize'}",2
1449,An aviator charts the flight path of migratory birds as they cross the tundra.,An aviator charts the flight path of migratory birds as they cross the tundra.,"{'chart', 'cross'}","{'chart', 'cross'}",2
1450,A panda craftsman shapes bamboo furniture for the hillside cottage.,A panda craftsman shapes bamboo furniture for the hillside cottage.,{'shape'},{'shape'},1
1451,A raccoon smuggler hides gemstones in his tail before sneaking past the castle guards.,A raccoon smuggler hides gemstones in his tail before sneaking past the castle guards.,"{'hide', 'sneak'}","{'hide', 'sneak'}",2
1452,A fox gardener trims hedges into shapes that mirror mythical creatures.,A fox gardener trims hedges into shapes that mirror mythical creatures.,"{'trim', 'mirror'}","{'trim', 'mirror'}",2
1453,A chameleon musician tunes his guitar before the forest concert.,A chameleon musician tunes his guitar before the forest concert.,{'tune'},{'tune'},1
1454,A whale librarian categorizes seagrass scrolls in the submerged archives.,A whale librarian categorizes seagrass scrolls in the submerged archives.,{'categorize'},{'categorize'},1
1455,A sailor repairs his net as seagulls circle above the dock.,A sailor repairs his net as seagulls circle above the dock.,"{'repair', 'circle'}","{'repair', 'circle'}",2
1456,A painter mixes watercolors to capture the twilight hues over the lagoon.,A painter mixes watercolors to capture the twilight hues over the lagoon.,"{'capture', 'mix'}","{'capture', 'mix'}",2
1457,A poet composes verses under a willow tree while listening to the rustling leaves.,A poet composes verses under a willow tree while listening to the rustling leaves.,"{'rustle', 'compose', 'listen'}","{'rustle', 'compose', 'listen'}",3
1458,A fisherman casts his line toward the shimmering school of fish beneath the dock.,A fisherman casts his line toward the shimmering school of fish beneath the dock.,{'cast'},{'cast'},1
1459,A rabbit chef prepares vegetable stews for the moonlit garden banquet.,A rabbit chef prepares vegetable stews for the moonlit garden banquet.,{'prepare'},{'prepare'},1
1460,A weasel merchant bargains with passing travelers at the city market.,A weasel merchant bargains with passing travelers at the city market.,"{'pass', 'bargain'}","{'pass', 'bargain'}",2
1461,A polar bear navigator plots his expedition across the drifting ice floes.,A polar bear navigator plots his expedition across the drifting ice floes.,"{'drift', 'plot'}","{'drift', 'plot'}",2
1462,A crow craftsman sculpts wind chimes that sing in the mountain breeze.,A crow craftsman sculpts wind chimes that sing in the mountain breeze.,"{'sing', 'sculpt'}","{'sing', 'sculpt'}",2
1463,A firefly illuminates the jungle path to guide weary adventurers home.,A firefly illuminates the jungle path to guide weary adventurers home.,"{'guide', 'illuminate'}","{'illuminate', 'guide'}",2
1464,A bee geographer marks the nectar-rich meadows on a pollen-stained map.,A bee geographer marks the nectar-rich meadows on a pollen-stained map.,"{'mark', 'stain'}","{'mark', 'stain'}",2
1465,A salamander blacksmith forges horseshoes that glisten with molten embers.,A salamander blacksmith forges horseshoes that glisten with molten embers.,"{'forge', 'glisten'}","{'forge', 'glisten'}",2
1466,An antelope dancer twirls ribbons in the firelight at the desert festival.,An antelope dancer twirls ribbons in the firelight at the desert festival.,{'twirl'},{'twirl'},1
1467,A dragon musician tunes his lyre to accompany the campfire tales.,A dragon musician tunes his lyre to accompany the campfire tales.,"{'tune', 'accompany'}","{'tune', 'accompany'}",2
1468,An elf glassblower creates delicate baubles that capture the moon's glow.,An elf glassblower creates delicate baubles that capture the moon's glow.,"{'capture', 'create'}","{'capture', 'create'}",2
1469,"A whale conductor leads an orchestra of fish, coral, and kelp in a deep-sea symphony.","A whale conductor leads an orchestra of fish, coral, and kelp in a deep-sea symphony.",{'lead'},{'lead'},1
1470,A frog detective solves mysteries in the fog-covered streets of the swamp town.,A frog detective solves mysteries in the fog-covered streets of the swamp town.,"{'solve', 'cover'}","{'solve', 'cover'}",2
1471,A bat jeweler polishes gemstones to adorn crowns fit for the midnight ball.,A bat jeweler polishes gemstones to adorn crowns fit for the midnight ball.,"{'adorn', 'polish'}","{'adorn', 'polish'}",2
1472,An orca explorer maps the underwater caverns before diving into the abyss.,An orca explorer maps the underwater caverns before diving into the abyss.,"{'map', 'dive'}","{'map', 'dive'}",2
1473,A hare scout scouts the riverbanks for hidden springs bubbling from underground.,A hare scout scouts the riverbanks for hidden springs bubbling from underground.,"{'scout', 'bubble', 'hide'}","{'scout', 'bubble', 'hide'}",3
1474,A rabbit artist sketches mountain peaks on a charcoal canvas as dawn breaks.,A rabbit artist sketches mountain peaks on a charcoal canvas as dawn breaks.,"{'break', 'sketch'}","{'break', 'sketch'}",2
1475,A weasel explorer marks hidden caves on a weathered map.,A weasel explorer marks hidden caves on a weathered map.,"{'mark', 'hide'}","{'mark', 'hide'}",2
1476,A jaguar tracker follows animal prints along the jungle trail to find his pack.,A jaguar tracker follows animal prints along the jungle trail to find his pack.,"{'find', 'follow'}","{'find', 'follow'}",2
1477,A lion pilot tests the engine of his glider before soaring over the savannah.,A lion pilot tests the engine of his glider before soaring over the savannah.,"{'soar', 'test'}","{'soar', 'test'}",2
1478,A camel traveler rests under a palm grove after crossing the sunlit dunes.,A camel traveler rests under a palm grove after crossing the sunlit dunes.,"{'rest', 'cross'}","{'rest', 'cross'}",2
1479,"A fox musician serenades the night with a banjo, luring critters from their burrows.","A fox musician serenades the night with a banjo, luring critters from their burrows.","{'lure', 'serenade'}","{'lure', 'serenade'}",2
1480,A robin cartographer traces the constellations on a sky-blue parchment.,A robin cartographer traces the constellations on a sky-blue parchment.,{'trace'},{'trace'},1
1481,A goat explorer secures his harness before scaling the towering cliffs.,A goat explorer secures his harness before scaling the towering cliffs.,"{'tower', 'secure', 'scale'}","{'tower', 'secure', 'scale'}",3
1482,A chameleon watchmaker adjusts gears and springs to perfect the golden pocket watch.,A chameleon watchmaker adjusts gears and springs to perfect the golden pocket watch.,"{'adjust', 'perfect'}","{'adjust', 'perfect'}",2
1483,"A stork delivers letters to families across the savannah, perched atop his mailbox.","A stork delivers letters to families across the savannah, perched atop his mailbox.","{'deliver', 'perch'}","{'deliver', 'perch'}",2
1484,An iguana brewer prepares herbal teas and potions for the jungle caravan.,An iguana brewer prepares herbal teas and potions for the jungle caravan.,{'prepare'},{'prepare'},1
1485,A yak farmer herds his woolly flock across the tundra as the sun sets.,A yak farmer herds his woolly flock across the tundra as the sun sets.,"{'set', 'herd'}","{'set', 'herd'}",2
1486,A sea otter craftsman weaves baskets from kelp strands to sell at the dockside market.,A sea otter craftsman weaves baskets from kelp strands to sell at the dockside market.,"{'sell', 'weave'}","{'weave', 'sell'}",2
1487,A falcon scout spies glinting treasure chests hidden deep in the desert ruins.,A falcon scout spies glinting treasure chests hidden deep in the desert ruins.,"{'glint', 'hide'}","{'glint', 'hide'}",2
1488,A squirrel scholar studies astronomy books by lamplight in the attic library.,A squirrel scholar studies astronomy books by lamplight in the attic library.,{'study'},{'study'},1
1489,An alligator pilot tunes the propeller before his riverboat flight over the bayou.,An alligator pilot tunes the propeller before his riverboat flight over the bayou.,{'tune'},{'tune'},1
1490,A wolf blacksmith hammers iron into sword blades glowing red-hot.,A wolf blacksmith hammers iron into sword blades glowing red-hot.,"{'hammer', 'glow'}","{'hammer', 'glow'}",2
1491,A bear miner tunnels through rock to uncover emeralds buried deep underground.,A bear miner tunnels through rock to uncover emeralds buried deep underground.,"{'bury', 'tunnel', 'uncover'}","{'bury', 'tunnel', 'uncover'}",3
1492,A lynx scientist adjusts the microscope to analyze rare crystals on her desk.,A lynx scientist adjusts the microscope to analyze rare crystals on her desk.,"{'adjust', 'analyze'}","{'adjust', 'analyze'}",2
1493,A magpie merchant counts coins to ensure fair trade at the portside bazaar.,A magpie merchant counts coins to ensure fair trade at the portside bazaar.,"{'count', 'ensure'}","{'count', 'ensure'}",2
1494,"A toad ranger patrols the wetland trails, scanning for endangered plants.","A toad ranger patrols the wetland trails, scanning for endangered plants.","{'patrol', 'scan'}","{'patrol', 'scan'}",2
1495,An eel locksmith unlocks the gate to the sunken city with a skeleton key.,An eel locksmith unlocks the gate to the sunken city with a skeleton key.,{'unlock'},{'unlock'},1
1496,An albatross navigator draws routes on the globe for the high-altitude journey.,An albatross navigator draws routes on the globe for the high-altitude journey.,{'draw'},{'draw'},1
1497,A gecko cartographer traces winding rivers through mountain valleys on a palm-leaf scroll.,A gecko cartographer traces winding rivers through mountain valleys on a palm-leaf scroll.,"{'trace', 'wind'}","{'trace', 'wind'}",2
1498,An eagle pilot checks his compass before setting off on a scouting flight.,An eagle pilot checks his compass before setting off on a scouting flight.,"{'set', 'check'}","{'set', 'check'}",2
1499,A fox librarian dusts the bookshelves in the hidden cave library.,A fox librarian dusts the bookshelves in the hidden cave library.,{'dust'},{'dust'},1
1500,"An otter engineer builds bridges over the marshes, paving paths to new lands.","An otter engineer builds bridges over the marshes, paving paths to new lands.","{'pave', 'build'}","{'pave', 'build'}",2
1501,A pelican baker mixes flour into dough for his fresh-baked loaves.,A pelican baker mixes flour into dough for his fresh-baked loaves.,"{'bake', 'mix'}","{'mix', 'bake'}",2
1502,A cheetah racer fastens his helmet before the grand track race.,A cheetah racer fastens his helmet before the grand track race.,{'fasten'},{'fasten'},1
